ItemID,OrderID,ProductID,Qty
16559,7565,2409,3
16560,9740,1090,4
16561,4221,1321,5
16562,8609,2064,8
16563,8450,2397,3
16564,9401,307,3
16565,1918,4383,9
16566,5344,4493,5
16567,3651,3726,6
16568,5766,866,4
16569,5722,4388,7
16570,4693,3735,7
16571,7749,1546,8
16572,2752,3322,5
16573,5492,1099,1
16574,8706,1916,1
16575,1241,245,4
16576,9775,1909,6
16577,7446,3118,8
16578,3067,2088,4
16579,7009,459,9
16580,9038,1938,8
16581,4594,1958,4
16582,6585,4404,4
16583,6174,4164,9
16584,9177,3937,5
16585,4707,2192,6
16586,6402,3963,2
16587,8907,1087,2
16588,1807,4962,3
16589,2414,3969,3
16590,7237,2958,6
16591,9024,1117,4
16592,2454,3273,1
16593,1617,2519,2
16594,9256,4659,7
16595,9404,476,9
16596,6724,2778,6
16597,5775,3854,4
16598,2021,825,6
16599,3526,4177,8
16600,357,1602,3
16601,7984,4741,9
16602,7430,1230,4
16603,1480,3948,5
16604,2480,3273,9
16605,291,2724,2
16606,7382,3937,5
16607,5427,3099,3
16608,9385,3001,1
16609,7035,1243,9
16610,4885,3977,7
16611,9993,228,1
16612,8485,3244,4
16613,3794,888,1
16614,2599,2321,8
16615,5480,1299,1
16616,9346,571,3
16617,6331,3639,8
16618,5276,4782,3
16619,3253,191,4
16620,4432,1821,7
16621,2636,4883,6
16622,4153,2581,6
16623,1734,519,1
16624,5427,3376,1
16625,1047,282,3
16626,9966,3399,9
16627,5698,3553,6
16628,4350,1403,7
16629,406,3357,1
16630,5763,3220,1
16631,658,3425,3
16632,7740,1450,3
16633,5849,4181,8
16634,9036,3922,2
16635,1650,2053,6
16636,1182,1259,9
16637,287,902,1
16638,5077,2750,1
16639,2568,2460,3
16640,3954,2587,4
16641,696,2312,4
16642,6230,3333,1
16643,227,3533,4
16644,6282,3686,7
16645,4342,745,8
16646,155,3018,4
16647,9544,2504,8
16648,1621,4238,7
16649,9183,2794,4
16650,4038,2550,8
16651,4100,2293,8
16652,7462,861,1
16653,4421,2176,5
16654,9117,4274,7
16655,7049,3426,9
16656,4614,1348,8
16657,844,1299,9
16658,9889,4888,9
16659,2040,591,9
16660,4273,4677,9
16661,578,2669,5
16662,4068,3840,2
16663,5052,2051,7
16664,7000,4206,9
16665,462,4441,7
16666,8969,4911,7
16667,9881,1309,2
16668,5899,3990,4
16669,1306,4349,1
16670,4006,2960,8
16671,9727,3264,7
16672,276,2885,7
16673,2919,1704,2
16674,1029,4589,9
16675,7233,1779,9
16676,7161,2031,3
16677,9540,735,6
16678,7377,3437,3
16679,7385,1091,9
16680,846,4174,4
16681,2788,404,4
16682,7778,2672,9
16683,8611,4250,5
16684,6306,2913,7
16685,3147,2431,6
16686,7828,1283,8
16687,7787,2854,4
16688,5493,2315,7
16689,9876,4279,6
16690,5915,4231,9
16691,6847,3328,5
16692,1825,255,8
16693,8355,4521,8
16694,7154,3851,7
16695,8051,4691,9
16696,8876,4168,1
16697,4943,4553,8
16698,48,2544,1
16699,2967,1842,7
16700,7676,4555,6
16701,6422,2292,9
16702,5961,1449,5
16703,4626,4736,8
16704,6263,4216,6
16705,4207,1699,5
16706,3554,3762,8
16707,8630,2956,1
16708,914,1082,1
16709,4236,4696,6
16710,7484,4095,4
16711,5202,711,4
16712,4718,3808,7
16713,2738,1759,4
16714,9568,1705,2
16715,950,1432,2
16716,4994,1040,1
16717,9025,1528,8
16718,3486,2612,1
16719,8352,1978,5
16720,6459,875,7
16721,9861,224,1
16722,9435,1620,9
16723,76,1629,7
16724,1630,476,9
16725,8971,4058,7
16726,8146,30,5
16727,3414,3869,1
16728,1660,3553,7
16729,887,1667,1
16730,6519,4310,6
16731,6818,807,7
16732,2155,3778,4
16733,6211,4201,1
16734,2968,4982,6
16735,750,421,3
16736,2905,2118,6
16737,2206,2380,8
16738,6276,1939,4
16739,2132,1303,2
16740,2790,3772,5
16741,8630,92,3
16742,2648,3860,4
16743,9429,3818,3
16744,9896,4441,6
16745,3811,3250,1
16746,5557,67,9
16747,7233,768,7
16748,6970,3770,1
16749,5214,3350,6
16750,9806,4963,6
16751,2054,4584,8
16752,2858,1189,8
16753,9748,1102,9
16754,7472,4765,3
16755,5410,735,2
16756,2464,987,3
16757,8873,2750,3
16758,4752,2589,3
16759,9603,1147,1
16760,7682,1718,9
16761,7871,4676,4
16762,6033,4750,8
16763,380,2790,7
16764,8223,130,7
16765,8797,1957,5
16766,9430,2831,8
16767,5940,710,2
16768,1143,1946,5
16769,4632,2428,2
16770,559,570,1
16771,988,1457,4
16772,5229,3865,1
16773,5846,4101,5
16774,6057,4280,8
16775,5960,151,1
16776,7685,812,6
16777,5281,1253,4
16778,5490,1191,7
16779,970,3281,9
16780,1836,4715,1
16781,3066,1429,7
16782,9564,1917,4
16783,5808,4207,5
16784,2161,4387,2
16785,3506,991,1
16786,6110,4884,3
16787,1540,4800,2
16788,4849,217,8
16789,2676,4634,9
16790,3190,3847,6
16791,3985,429,7
16792,4781,3387,7
16793,1400,1953,8
16794,5788,4674,4
16795,3890,4465,6
16796,1206,902,2
16797,7192,945,6
16798,606,1002,8
16799,9194,3071,5
16800,2625,2096,6
16801,8121,4860,2
16802,7960,4058,8
16803,3718,2678,8
16804,8344,1076,6
16805,2215,1459,9
16806,3861,3679,4
16807,109,1149,4
16808,2714,1521,5
16809,8549,2994,6
16810,3519,842,9
16811,6000,3988,7
16812,7770,4819,4
16813,3623,534,4
16814,6808,1061,3
16815,4840,1823,5
16816,8054,3957,7
16817,6300,430,2
16818,9292,3395,1
16819,12,3240,6
16820,7295,4029,5
16821,9096,2964,3
16822,3710,1763,6
16823,307,552,7
16824,8515,4689,5
16825,8900,1361,5
16826,7701,1092,9
16827,9284,2982,1
16828,5515,3764,2
16829,2306,1743,2
16830,7059,755,7
16831,2353,3330,6
16832,9173,2903,2
16833,6067,876,3
16834,9109,2588,4
16835,1262,2972,3
16836,9614,4794,7
16837,2135,3084,5
16838,7709,1015,8
16839,1896,1643,9
16840,1317,1046,1
16841,4201,4807,3
16842,6057,4489,5
16843,9447,3189,7
16844,858,711,4
16845,1655,4273,1
16846,7410,482,9
16847,908,1355,8
16848,7939,2489,9
16849,6081,4555,5
16850,6829,2841,5
16851,9474,3946,6
16852,9501,693,6
16853,6018,34,4
16854,1026,1494,3
16855,5351,1847,7
16856,6685,3471,7
16857,779,961,2
16858,8377,2926,4
16859,5183,1262,9
16860,8447,190,5
16861,7468,1767,2
16862,5351,781,9
16863,8405,4149,2
16864,6186,2868,3
16865,3544,2525,9
16866,4299,3284,2
16867,4675,2759,2
16868,5118,741,3
16869,8739,4361,6
16870,2844,745,5
16871,9768,3979,9
16872,8427,1437,4
16873,9171,4471,8
16874,8362,3419,8
16875,9149,4750,4
16876,1520,1092,4
16877,7450,775,5
16878,3189,3923,4
16879,19,4482,3
16880,8472,4361,3
16881,2205,813,3
16882,9151,2004,1
16883,1302,676,1
16884,1905,1,7
16885,8606,4511,1
16886,8135,1997,6
16887,2219,366,7
16888,1241,4012,6
16889,3048,2734,1
16890,6267,3607,4
16891,8530,4761,2
16892,8591,2844,2
16893,5793,34,5
16894,1111,2380,1
16895,4592,2438,2
16896,7828,1898,2
16897,996,4938,7
16898,3123,3075,3
16899,2964,1857,1
16900,9056,2421,4
16901,2071,953,8
16902,8832,1959,4
16903,2440,2582,5
16904,9632,2671,8
16905,1489,1630,8
16906,2910,4158,7
16907,3124,450,9
16908,6471,4157,7
16909,4316,2199,7
16910,3817,4139,1
16911,3104,407,4
16912,2080,2371,7
16913,3092,4874,2
16914,8905,2721,4
16915,9649,1144,5
16916,1070,431,3
16917,3887,742,9
16918,154,444,3
16919,6267,3187,5
16920,137,760,6
16921,6071,2135,5
16922,2541,1403,9
16923,8887,3751,8
16924,2327,2902,9
16925,3831,477,9
16926,6408,1367,1
16927,9079,4860,2
16928,1409,3051,4
16929,1053,2423,9
16930,16,2247,4
16931,4370,1283,5
16932,4675,4324,8
16933,2451,2206,2
16934,5439,2732,8
16935,6602,4148,5
16936,5406,1996,7
16937,9494,487,3
16938,8755,4681,3
16939,4371,3425,5
16940,1869,2556,2
16941,6377,1197,5
16942,5834,3153,4
16943,9920,898,5
16944,9487,3140,2
16945,5992,897,9
16946,9019,1578,3
16947,7789,1728,8
16948,2470,3543,2
16949,7814,3555,9
16950,2444,632,1
16951,4946,3674,2
16952,558,193,7
16953,1076,2920,9
16954,4888,1374,3
16955,7335,2197,5
16956,2840,2668,4
16957,6441,1293,8
16958,4100,1994,3
16959,5892,778,9
16960,4769,1669,5
16961,6139,1749,9
16962,3107,4123,2
16963,6212,2622,3
16964,3924,685,4
16965,4926,1407,2
16966,4460,4806,3
16967,6716,576,2
16968,5775,3843,6
16969,4085,4301,6
16970,8868,3915,8
16971,1770,141,9
16972,1635,2208,8
16973,8086,2403,5
16974,8090,3978,6
16975,1667,2884,1
16976,4355,1006,5
16977,2720,4114,1
16978,8346,2024,2
16979,5612,1755,2
16980,6953,1362,4
16981,6791,4045,4
16982,9340,3604,3
16983,123,2450,6
16984,1869,3558,7
16985,8439,1806,7
16986,6574,617,3
16987,3544,3172,4
16988,5653,2474,7
16989,544,3687,6
16990,6290,1088,2
16991,2897,3766,8
16992,5491,3031,3
16993,3528,4569,3
16994,4709,1059,2
16995,2667,4664,4
16996,1837,3468,3
16997,2249,1092,3
16998,569,435,1
16999,9234,842,5
17000,6349,2807,3
17001,521,405,6
17002,5136,474,6
17003,3878,3933,9
17004,2849,528,2
17005,1502,2174,8
17006,9117,2795,5
17007,7076,2686,3
17008,5558,4167,2
17009,7295,48,6
17010,8773,1930,1
17011,2967,778,9
17012,1420,4685,7
17013,1946,903,9
17014,2241,1789,3
17015,1060,3842,6
17016,3766,1588,3
17017,800,4734,8
17018,4871,4792,8
17019,6468,1288,1
17020,2916,2414,7
17021,105,2174,5
17022,8912,279,5
17023,5130,3069,9
17024,9503,8,4
17025,7690,4842,3
17026,7332,209,5
17027,6629,3743,6
17028,9708,2098,1
17029,7681,4816,3
17030,4636,1396,1
17031,9658,3109,6
17032,410,3618,9
17033,3391,4197,1
17034,2896,1847,6
17035,1103,1023,9
17036,7211,2828,7
17037,1686,645,6
17038,6268,2098,2
17039,3575,1303,8
17040,6056,2033,7
17041,483,1765,9
17042,2151,1694,4
17043,9508,977,6
17044,5718,997,9
17045,1238,3073,2
17046,1784,3236,7
17047,4573,3447,6
17048,3351,4743,1
17049,7370,265,6
17050,9413,2475,1
17051,2341,2063,9
17052,9552,1201,3
17053,4824,3479,4
17054,9615,1887,9
17055,3683,4330,9
17056,4506,872,2
17057,2193,916,8
17058,7230,1041,7
17059,526,3095,6
17060,2294,842,8
17061,4644,1141,2
17062,2685,1086,3
17063,6962,2775,4
17064,6550,3876,1
17065,9647,469,2
17066,9051,1470,9
17067,2616,453,2
17068,2297,3177,1
17069,3770,2572,1
17070,270,1105,8
17071,9176,4909,4
17072,6238,522,6
17073,6429,3017,5
17074,3535,1722,6
17075,51,3081,9
17076,8498,4896,6
17077,4608,1294,5
17078,94,1448,7
17079,7093,2255,7
17080,8593,3146,5
17081,8336,2074,8
17082,2866,820,5
17083,994,3796,5
17084,9552,3728,2
17085,6888,4687,9
17086,8517,162,5
17087,4524,258,9
17088,9390,2151,6
17089,4064,2348,2
17090,1975,2100,5
17091,1509,1147,3
17092,4584,1930,4
17093,5257,3103,5
17094,6445,2990,1
17095,2674,4622,8
17096,1953,3518,7
17097,7403,4933,2
17098,1146,2637,7
17099,9827,4681,7
17100,4765,478,6
17101,8247,3789,9
17102,6288,4021,4
17103,4983,2841,3
17104,5236,188,7
17105,1902,3171,2
17106,8673,1337,5
17107,186,2077,2
17108,9697,3392,7
17109,4877,4792,4
17110,6372,2301,6
17111,8223,3131,6
17112,9114,2779,3
17113,10,4015,2
17114,4909,3286,2
17115,8213,4276,9
17116,516,4684,9
17117,7678,3522,6
17118,993,4686,6
17119,3673,907,8
17120,1178,2076,3
17121,6861,2253,9
17122,1536,4203,4
17123,9388,58,5
17124,5106,3596,4
17125,4903,2493,8
17126,9977,3662,4
17127,741,3302,7
17128,1237,2839,8
17129,3255,611,8
17130,2649,1237,1
17131,713,747,4
17132,3407,93,2
17133,5883,4262,5
17134,882,159,7
17135,6298,4426,2
17136,4314,2558,6
17137,3352,2222,1
17138,2608,1068,6
17139,8705,4591,9
17140,7801,2286,4
17141,1185,491,4
17142,6276,432,4
17143,57,2431,7
17144,4727,4840,8
17145,9102,222,6
17146,8504,1276,4
17147,5144,4095,6
17148,8921,2873,7
17149,6553,3249,7
17150,111,2217,7
17151,364,2720,5
17152,4698,358,5
17153,5204,4043,4
17154,2254,937,9
17155,1495,4904,4
17156,6143,1840,1
17157,9922,1057,4
17158,7837,1986,2
17159,8500,1293,7
17160,9734,4328,1
17161,5587,3014,4
17162,8119,4820,4
17163,9385,4323,7
17164,3326,3723,4
17165,8697,4364,7
17166,6275,2856,1
17167,1773,1674,9
17168,507,1804,6
17169,3148,910,4
17170,7635,4285,9
17171,6940,4317,3
17172,7989,131,7
17173,5297,2404,1
17174,3727,1727,8
17175,8430,1500,8
17176,5198,3694,9
17177,6054,4906,2
17178,4946,4908,6
17179,8303,1093,2
17180,1201,3808,3
17181,3528,277,9
17182,4038,2691,2
17183,8090,2305,2
17184,8566,3068,4
17185,346,599,8
17186,3230,1588,6
17187,4751,2604,3
17188,4222,430,1
17189,9285,3917,9
17190,4956,4739,7
17191,2408,2679,2
17192,9312,3231,1
17193,7551,1442,4
17194,386,3575,4
17195,2086,1174,4
17196,8161,3343,5
17197,3765,3611,5
17198,6712,1368,7
17199,1410,4482,1
17200,1607,2744,7
17201,2872,3712,9
17202,8184,4283,4
17203,1412,4323,5
17204,9631,12,7
17205,1325,620,7
17206,1705,1507,3
17207,9637,2894,1
17208,6305,3903,8
17209,6083,2063,1
17210,2352,4907,6
17211,6064,3697,2
17212,5207,1655,8
17213,3170,725,7
17214,9544,3605,8
17215,9309,476,4
17216,1996,2003,7
17217,3757,3121,3
17218,2546,2078,6
17219,907,4473,4
17220,462,2516,9
17221,5767,4377,7
17222,9284,898,6
17223,5191,4262,1
17224,9174,3216,5
17225,3278,808,9
17226,6841,3344,1
17227,678,3295,4
17228,1186,1928,2
17229,4732,1156,6
17230,2784,1884,3
17231,609,4243,4
17232,7861,108,2
17233,1974,3144,7
17234,8961,2640,2
17235,7255,2403,9
17236,434,3746,9
17237,3140,1807,3
17238,5097,2743,2
17239,3429,1938,5
17240,5591,1660,4
17241,8334,2437,4
17242,5902,4858,2
17243,8112,688,9
17244,7792,3272,7
17245,8252,2622,8
17246,5733,2020,5
17247,6624,3517,4
17248,7114,1128,6
17249,5871,1684,8
17250,1723,3036,1
17251,3202,990,2
17252,6906,3484,2
17253,9104,4561,2
17254,2627,2737,6
17255,2925,3899,3
17256,8236,3784,1
17257,1592,1620,5
17258,7747,2555,2
17259,1183,1161,7
17260,9330,2263,7
17261,2014,2413,5
17262,1521,3970,9
17263,3606,1251,3
17264,9876,4511,2
17265,4939,1232,2
17266,7173,36,3
17267,3158,1544,4
17268,5084,3875,6
17269,3563,1238,6
17270,1262,4437,4
17271,1502,3554,7
17272,5326,4893,9
17273,5669,2869,3
17274,5703,3809,3
17275,239,3473,5
17276,5878,1847,9
17277,4257,2538,6
17278,1949,159,2
17279,9764,4488,8
17280,440,1626,9
17281,3389,2814,4
17282,9168,2111,2
17283,7625,439,2
17284,4987,1689,3
17285,5653,3128,1
17286,413,2591,4
17287,8668,2625,1
17288,2099,4781,2
17289,8579,2896,7
17290,3125,3134,9
17291,7367,515,9
17292,1784,856,4
17293,5129,472,5
17294,5905,3231,5
17295,4479,309,6
17296,2740,2823,6
17297,3339,1668,7
17298,6581,123,3
17299,6863,4683,7
17300,9741,3376,1
17301,7808,4529,6
17302,2322,244,7
17303,3917,3316,1
17304,8701,935,9
17305,5021,3882,1
17306,3422,1525,4
17307,4591,2871,4
17308,4028,2789,8
17309,5354,1025,6
17310,2389,4627,5
17311,4177,3158,7
17312,7285,3822,3
17313,8216,1398,9
17314,9018,476,5
17315,6370,1808,8
17316,7763,3479,9
17317,2715,2110,5
17318,3716,46,8
17319,4446,2571,8
17320,3776,3843,2
17321,8070,4484,8
17322,8245,2156,3
17323,10000,2299,1
17324,8480,987,2
17325,4936,1635,7
17326,785,4189,8
17327,1299,4415,7
17328,5364,2795,5
17329,5926,1883,9
17330,8504,4649,8
17331,444,3276,7
17332,3255,4268,1
17333,5540,1541,3
17334,5070,458,1
17335,5615,1877,7
17336,9363,3483,9
17337,2222,1464,4
17338,2563,4802,5
17339,954,132,4
17340,1322,3961,9
17341,1905,2511,5
17342,7591,2276,8
17343,5264,4196,2
17344,3652,1845,4
17345,8843,2421,8
17346,4323,4937,4
17347,9292,2927,7
17348,2727,1509,3
17349,6645,1608,8
17350,5765,1063,5
17351,8008,1524,2
17352,4922,2223,8
17353,2796,1807,3
17354,6099,2397,7
17355,7775,2864,3
17356,7534,4797,7
17357,1198,4158,6
17358,7753,2273,3
17359,1013,1573,2
17360,8056,2357,4
17361,1953,1705,8
17362,8037,4310,4
17363,7235,2893,9
17364,7019,4661,9
17365,9483,1613,1
17366,8155,54,2
17367,9478,338,7
17368,8577,892,9
17369,2350,732,9
17370,5032,3351,8
17371,4412,1403,6
17372,2797,1281,9
17373,3295,756,1
17374,2907,4269,1
17375,9348,4109,7
17376,2855,2722,6
17377,5372,2066,5
17378,684,3784,2
17379,778,2101,4
17380,6173,231,5
17381,7700,702,4
17382,7349,1629,6
17383,3919,1153,9
17384,2850,3330,3
17385,1714,2125,4
17386,7522,3203,1
17387,8155,2113,9
17388,9907,2791,2
17389,5879,2503,8
17390,4212,2833,5
17391,4297,1717,8
17392,7272,3867,9
17393,5589,4842,6
17394,5703,3770,9
17395,7570,315,9
17396,3885,3718,8
17397,2696,3340,5
17398,3324,1938,1
17399,5514,1893,6
17400,9623,4472,3
17401,8375,267,1
17402,4663,1554,6
17403,5959,982,4
17404,4622,798,8
17405,4567,2524,6
17406,42,4071,7
17407,634,1546,4
17408,2750,3706,9
17409,7937,4075,8
17410,9161,1346,7
17411,4315,114,2
17412,5254,4008,7
17413,9769,419,5
17414,8874,2839,8
17415,3387,2728,2
17416,7542,1386,2
17417,313,3893,6
17418,1560,238,4
17419,5403,1932,7
17420,6087,3613,6
17421,4831,4618,1
17422,6216,3746,8
17423,8284,1066,9
17424,5386,1134,1
17425,8807,4944,7
17426,1687,198,1
17427,9006,3816,8
17428,1984,819,3
17429,5000,1761,2
17430,435,619,2
17431,3366,1629,8
17432,2026,4969,5
17433,284,4266,4
17434,7989,3710,9
17435,855,1972,5
17436,2896,3255,9
17437,4853,2368,8
17438,2632,3357,9
17439,1447,1012,6
17440,2602,4588,5
17441,9187,2380,5
17442,33,566,4
17443,7156,3723,3
17444,3906,4289,9
17445,4172,3108,4
17446,7003,3327,3
17447,2205,4874,8
17448,8726,3843,9
17449,9122,4844,1
17450,4703,991,1
17451,7931,1553,3
17452,2750,4084,8
17453,3459,884,1
17454,382,3052,2
17455,9679,2425,6
17456,8017,3193,7
17457,5399,3572,9
17458,9514,4873,6
17459,5966,20,4
17460,1953,1788,5
17461,4785,1234,9
17462,7301,4076,2
17463,3479,4384,9
17464,6739,290,6
17465,6859,1164,5
17466,4223,2104,3
17467,3552,1805,4
17468,9745,2749,6
17469,6592,80,7
17470,9257,997,7
17471,3268,882,9
17472,9194,2436,8
17473,4750,2866,9
17474,4447,1517,4
17475,9127,4686,7
17476,3858,2279,5
17477,8516,1051,8
17478,4340,4170,7
17479,6786,3760,9
17480,2116,2382,7
17481,9738,264,7
17482,7586,273,4
17483,6536,3039,9
17484,2389,4529,1
17485,1019,4358,9
17486,7861,2860,2
17487,5232,3598,7
17488,9204,4078,8
17489,5761,4024,7
17490,8992,3705,9
17491,3068,1749,5
17492,5372,4904,9
17493,283,2453,8
17494,3960,3176,9
17495,6950,3316,3
17496,2552,4327,7
17497,2369,2787,7
17498,8802,814,9
17499,3074,4247,1
17500,3262,1926,1
17501,8661,583,7
17502,4333,2923,5
17503,3282,1398,3
17504,4772,4094,5
17505,9301,2809,1
17506,9510,1956,7
17507,4961,4611,8
17508,5681,3855,2
17509,7233,2119,5
17510,507,3006,4
17511,6977,4814,6
17512,5145,2603,5
17513,6073,4371,5
17514,3096,2530,7
17515,1659,4541,8
17516,9770,503,9
17517,6191,4900,9
17518,4289,4182,1
17519,6478,58,7
17520,2891,2616,3
17521,674,4504,2
17522,4673,382,7
17523,4198,3631,4
17524,4005,1265,5
17525,2275,4533,3
17526,120,3041,6
17527,7670,368,5
17528,8130,3141,8
17529,9251,1585,1
17530,9510,4677,6
17531,741,4096,9
17532,5330,2175,2
17533,305,651,7
17534,9022,4984,8
17535,1023,2246,4
17536,7795,3362,5
17537,3144,2534,4
17538,1212,2977,8
17539,8798,433,7
17540,2320,917,3
17541,7827,369,3
17542,469,423,3
17543,2033,2513,8
17544,6211,385,4
17545,6293,2198,1
17546,4281,3109,2
17547,4697,1343,4
17548,7011,4049,8
17549,653,4774,2
17550,5487,1442,6
17551,8067,596,7
17552,6611,4303,7
17553,3088,3582,5
17554,7044,4496,8
17555,8144,3726,2
17556,4966,3221,7
17557,1528,3161,1
17558,6674,2895,1
17559,7503,4354,7
17560,256,2230,9
17561,4556,1501,2
17562,1784,684,8
17563,3628,4012,6
17564,3433,4467,5
17565,8823,3632,5
17566,6839,1107,2
17567,581,2875,3
17568,5737,3878,6
17569,5121,3670,1
17570,6222,110,5
17571,7049,333,7
17572,1816,3445,9
17573,4208,2023,7
17574,6557,4480,6
17575,5935,2409,8
17576,6872,1722,8
17577,3659,385,2
17578,7197,3437,9
17579,592,1558,7
17580,9229,1208,5
17581,236,3617,9
17582,5003,2320,2
17583,4342,1065,4
17584,9151,2333,4
17585,1437,2485,5
17586,8802,3712,5
17587,6171,4572,3
17588,3947,1394,2
17589,2633,3629,6
17590,52,1238,5
17591,1189,1905,8
17592,1793,2669,8
17593,4812,2439,3
17594,2566,4821,6
17595,3314,4635,5
17596,3515,2010,7
17597,2766,2717,2
17598,7122,160,1
17599,7600,731,5
17600,2963,492,1
17601,2780,3293,7
17602,6857,436,9
17603,174,4600,4
17604,7394,2101,4
17605,1225,2478,9
17606,3972,775,8
17607,4821,2728,4
17608,6802,4008,2
17609,9884,4153,4
17610,8809,3890,5
17611,603,4799,5
17612,7313,1573,3
17613,7043,4979,9
17614,3562,2638,7
17615,119,3204,3
17616,4374,3676,2
17617,3601,3874,1
17618,5111,4112,2
17619,3662,3805,7
17620,9755,4491,4
17621,1644,1109,6
17622,9907,4095,8
17623,7323,811,8
17624,4,524,5
17625,9301,1196,6
17626,3277,3839,1
17627,1342,384,8
17628,8562,642,7
17629,4346,3102,5
17630,7662,4000,6
17631,7997,4514,7
17632,9692,1941,2
17633,1488,2325,6
17634,289,4112,1
17635,2134,300,1
17636,3430,674,5
17637,8418,1434,1
17638,2663,2454,2
17639,7083,309,3
17640,3732,537,7
17641,632,1270,3
17642,7804,403,4
17643,5131,3386,8
17644,1010,3788,3
17645,7837,1466,6
17646,7183,3408,4
17647,2117,2983,6
17648,6353,2723,9
17649,1982,4496,5
17650,3878,2050,7
17651,2040,4015,6
17652,8404,105,3
17653,3476,89,5
17654,4828,4336,2
17655,6626,3808,3
17656,7209,3525,4
17657,4355,2431,7
17658,6923,126,6
17659,5332,4070,7
17660,1770,1049,3
17661,5437,4223,3
17662,9178,3121,7
17663,7696,1112,2
17664,1144,1832,5
17665,4491,3652,9
17666,5871,820,2
17667,3911,3289,8
17668,8275,3705,1
17669,3220,1336,8
17670,2273,2785,6
17671,6237,4678,6
17672,4713,3486,8
17673,6938,156,4
17674,4940,4555,3
17675,6370,91,5
17676,4141,4774,3
17677,1177,4574,6
17678,2473,4274,3
17679,5061,722,7
17680,9014,1956,6
17681,151,537,5
17682,5366,3471,3
17683,888,3086,7
17684,9841,1760,3
17685,3958,788,1
17686,7179,418,3
17687,2756,4141,8
17688,7334,3382,4
17689,2433,3962,1
17690,8512,2244,1
17691,7910,3656,2
17692,7538,883,3
17693,8387,4965,3
17694,5600,3077,7
17695,7932,3975,4
17696,5100,2439,4
17697,3915,1954,1
17698,5092,1400,7
17699,8164,514,1
17700,6854,4226,1
17701,176,988,8
17702,9166,2981,9
17703,8975,4265,5
17704,1536,4859,5
17705,1687,2572,5
17706,9371,118,1
17707,5567,2071,2
17708,8772,2376,4
17709,5055,1569,6
17710,927,2897,3
17711,4601,688,9
17712,385,3172,1
17713,6963,4986,5
17714,6024,1529,6
17715,949,1256,6
17716,8093,1176,3
17717,318,1551,2
17718,8576,2895,4
17719,4719,4260,1
17720,1924,2121,3
17721,4346,2286,3
17722,644,1358,5
17723,5272,4908,5
17724,9853,2748,8
17725,9323,809,9
17726,7974,1207,6
17727,6547,3266,3
17728,5892,4479,6
17729,5447,1493,6
17730,5918,3371,3
17731,7123,4286,3
17732,6239,3782,5
17733,3990,1180,5
17734,101,3939,4
17735,4355,91,5
17736,3599,2228,1
17737,4286,3514,6
17738,4428,1109,4
17739,7026,2324,2
17740,1367,4832,2
17741,403,3850,6
17742,4547,1225,6
17743,1245,4214,6
17744,7809,1994,4
17745,3990,2299,8
17746,7587,3012,1
17747,5340,479,3
17748,2445,2281,3
17749,2295,3166,5
17750,9987,1644,4
17751,6807,4375,6
17752,3390,2063,2
17753,2936,1030,3
17754,705,2891,7
17755,1104,4493,1
17756,1879,1676,2
17757,5812,880,5
17758,9329,3798,8
17759,8595,1379,7
17760,8083,317,4
17761,8971,4454,3
17762,3784,1656,4
17763,5870,957,9
17764,6865,821,7
17765,8773,2646,3
17766,593,4952,3
17767,9053,4817,9
17768,158,879,8
17769,775,2693,7
17770,86,1737,9
17771,1235,2531,5
17772,436,2741,1
17773,8545,2762,5
17774,5228,690,6
17775,2104,1440,2
17776,5372,4601,5
17777,3095,1478,7
17778,3268,1416,4
17779,8238,974,2
17780,9675,926,5
17781,6899,4429,2
17782,7344,356,7
17783,6652,4820,8
17784,8152,832,6
17785,9288,3726,9
17786,3306,4853,1
17787,9189,1694,4
17788,5743,1373,5
17789,7430,1813,6
17790,1162,2152,1
17791,6603,1560,8
17792,1060,4544,2
17793,8090,2690,1
17794,6455,2906,1
17795,8893,1030,2
17796,3453,4448,3
17797,1740,1740,2
17798,3312,1651,5
17799,3008,484,9
17800,4880,4137,2
17801,4720,2473,6
17802,302,3423,9
17803,9960,3277,4
17804,9365,4129,5
17805,6865,2281,8
17806,8313,2673,6
17807,510,1452,5
17808,33,391,1
17809,8039,1552,8
17810,1338,848,2
17811,9291,511,6
17812,9819,2551,9
17813,4660,7,6
17814,7915,233,5
17815,7591,61,6
17816,9399,924,5
17817,1243,434,5
17818,5092,4082,7
17819,2671,2854,5
17820,6132,3335,6
17821,1051,626,8
17822,558,912,5
17823,1843,3450,7
17824,6651,2164,1
17825,6697,1158,9
17826,8461,3491,9
17827,1263,466,6
17828,6408,2388,6
17829,4617,1818,3
17830,9873,3664,9
17831,9709,4448,7
17832,7149,1128,4
17833,7524,601,1
17834,7044,3478,5
17835,8208,823,5
17836,7214,993,9
17837,8158,2674,4
17838,9239,3960,3
17839,4651,699,6
17840,434,4092,7
17841,7266,2943,5
17842,9713,3194,7
17843,8520,3308,7
17844,3121,2061,1
17845,703,193,6
17846,1567,490,6
17847,6370,1744,7
17848,2722,946,5
17849,1370,450,7
17850,5892,1395,9
17851,6359,1251,6
17852,3562,3702,7
17853,3736,1961,7
17854,3149,4947,7
17855,1361,2409,1
17856,3018,1662,8
17857,1205,2690,8
17858,8678,3584,7
17859,3007,1427,5
17860,1068,2756,3
17861,383,3340,3
17862,8051,1342,4
17863,4876,4164,3
